hour,weather,traffic_density,historical_crash_proximity,risk_score
13,0,0.401,0.067,25.3
13,0,0.051,0.563,14.8
7,1,0.253,0.044,42.0
15,0,0.194,0.885,34.7
13,0,0.977,0.921,59.0
0,0,0.74,0.492,54.9
15,0,0.452,0.769,36.4
17,0,0.063,0.593,24.3
6,0,0.116,0.341,23.2
14,0,0.813,0.245,44.1
23,1,0.945,0.759,95.6
16,1,0.031,0.43,44.0
18,1,0.91,0.92,87.1
22,1,0.381,0.976,72.3
12,1,0.214,0.21,41.4
8,1,0.102,0.561,44.0
23,0,0.772,0.537,51.4
23,0,0.469,0.868,54.1
14,1,0.832,0.691,73.4
2,0,0.226,0.607,38.7
23,0,0.679,0.679,53.5
0,0,0.118,0.389,26.8
15,0,0.09,0.96,29.5
7,0,0.133,0.058,16.1
22,0,0.809,0.029,50.5
12,0,0.656,0.416,39.2
7,1,0.166,0.155,39.6
16,1,0.385,0.545,52.8
21,1,0.764,0.009,62.6
22,1,0.286,0.46,60.4
13,0,0.921,0.295,45.0
20,0,0.915,0.202,48.0
20,0,0.553,0.445,40.3
6,1,0.632,0.855,71.8
14,0,0.653,0.655,42.5
15,1,0.258,0.16,41.8
18,0,0.365,0.499,30.8
5,1,0.136,0.932,60.5
22,0,0.925,0.439,61.0
0,1,0.724,0.471,77.1
11,0,0.046,0.941,27.2
17,0,0.549,0.136,31.4
15,0,0.343,0.735,30.1
11,1,0.815,0.299,70.6
19,0,0.344,0.866,37.4
12,1,0.644,0.054,56.3
7,1,0.166,0.99,55.1
21,1,0.559,0.769,66.4
0,0,0.294,0.284,31.9
20,0,0.165,0.761,24.0
6,0,0.619,0.923,46.2
14,1,0.639,0.113,58.4
21,1,0.983,0.914,85.9
12,1,0.669,0.36,66.6
12,0,0.516,0.006,25.4
8,0,0.913,0.112,42.3
23,1,0.828,0.885,91.8
14,0,0.549,0.983,45.4
3,1,0.511,0.895,76.0
12,0,0.942,0.442,50.5
11,0,0.617,0.961,42.8
4,1,0.714,0.407,70.8
6,0,0.087,0.114,8.0
7,0,0.718,0.341,37.0
4,1,0.265,0.998,72.5
8,0,0.116,0.626,25.9
13,1,0.85,0.34,71.8
11,1,0.691,0.624,64.4
3,0,0.408,0.429,35.7
19,0,0.431,0.05,24.3
7,0,0.197,0.201,16.4
16,0,0.01,0.019,0.2
7,0,0.349,0.255,21.5
20,1,0.148,0.74,47.5
0,0,0.422,0.193,40.1
19,0,0.834,0.528,51.0
1,0,0.115,0.702,32.8
3,0,0.092,0.549,30.3
23,0,0.902,0.015,51.8
20,1,0.745,0.363,67.3
0,0,0.053,0.442,31.4
6,0,0.08,0.343,19.3
0,0,0.685,0.546,57.9
8,0,0.37,0.513,31.1
2,0,0.724,0.187,46.7
11,1,0.404,0.752,57.5
18,0,0.968,0.161,43.9
14,0,0.694,0.459,45.0
21,0,0.047,0.756,18.2
15,0,0.331,0.697,31.6
9,0,0.564,0.432,32.0
21,0,0.142,0.789,26.2
5,0,0.003,0.714,26.2
16,0,0.079,0.385,17.9
20,0,0.524,0.896,43.1
21,0,0.632,0.142,30.7
23,0,0.093,0.358,23.0
16,1,0.665,0.698,71.0
20,0,0.617,0.873,47.3
18,1,0.94,0.323,72.4
17,0,0.841,0.561,48.9
10,0,0.943,0.012,41.5
23,0,0.966,0.371,54.5
6,1,0.441,0.331,54.1
9,0,0.488,0.842,36.7
6,0,0.282,0.074,15.1
4,0,0.508,0.062,37.5
11,0,0.151,0.443,19.2
15,0,0.671,0.407,44.6
20,0,0.025,0.162,6.8
17,0,0.236,0.263,18.5
2,0,0.208,0.974,43.3
19,0,0.938,0.513,52.7
14,0,0.145,0.088,15.7
4,0,0.891,0.05,53.5
12,0,0.124,0.042,15.0
18,0,0.651,0.389,34.0
11,0,0.32,0.866,37.5
22,0,0.316,0.833,41.4
20,0,0.998,0.368,53.6
4,0,0.226,0.774,38.8
5,0,0.203,0.752,36.1
6,0,0.589,0.483,41.8
9,0,0.741,0.404,37.7
15,0,0.983,0.181,53.3
7,0,0.701,0.279,40.5
8,1,0.562,0.339,59.8
3,0,0.409,0.813,47.2
20,0,0.595,0.553,38.8
20,0,0.601,0.201,34.5
7,0,0.218,0.096,11.4
6,1,0.671,0.497,57.6
14,1,0.204,0.666,51.8
20,1,0.49,0.819,63.7
2,1,0.26,0.797,63.6
16,0,0.313,0.824,29.3
10,0,0.614,0.448,42.1
8,1,0.064,0.866,55.4
4,0,0.012,0.445,24.2
9,1,0.131,0.168,38.1
14,0,0.169,0.397,21.0
13,0,0.198,0.34,20.8
3,1,0.774,0.392,77.2
20,0,0.447,0.659,39.7
19,1,0.47,0.657,65.3
1,0,0.644,0.225,47.5
11,0,0.729,0.316,45.8
0,1,0.004,0.595,54.4
23,0,0.857,0.084,49.0
19,0,0.988,0.689,58.5
4,0,0.122,0.179,26.3
5,1,0.651,0.851,79.9
23,1,0.002,0.402,47.3
10,0,0.049,0.221,6.6
7,0,0.285,0.668,35.8
6,1,0.846,0.554,76.2
3,1,0.653,0.172,71.3
5,0,0.446,0.827,44.9
15,0,0.439,0.453,34.9
19,1,0.466,0.152,52.6
14,0,0.311,0.796,28.0
13,1,0.878,0.133,69.1
22,0,0.568,0.968,54.1
11,0,0.484,0.442,33.4
11,0,0.465,0.728,40.4
15,1,0.936,0.452,77.1
14,0,0.724,0.188,32.2
12,0,0.145,0.758,26.7
10,0,0.437,0.289,30.8
16,1,0.288,0.682,54.6
20,0,0.987,0.257,51.2
14,0,0.415,0.241,28.0
13,0,0.068,0.457,10.8
9,0,0.411,0.816,41.5
11,0,0.321,0.614,28.4
15,0,0.6,0.065,28.1
14,0,0.226,0.734,26.6
9,1,0.036,0.58,46.7
3,1,0.096,0.624,60.7
22,1,0.283,0.354,59.8
8,0,0.348,0.556,28.6
20,1,0.834,0.372,79.5
19,0,0.27,0.082,17.4
8,0,0.031,0.844,21.2
20,0,0.781,0.678,52.9
23,0,0.869,0.67,62.8
19,0,0.492,0.194,34.8
10,0,0.285,0.664,27.1
10,0,0.772,0.232,40.0
6,0,0.009,0.688,23.7
20,0,0.924,0.334,50.1
9,0,0.866,0.158,41.9
3,0,0.545,0.906,52.2
4,0,0.278,0.105,24.8
4,0,0.033,0.762,27.7
10,0,1.0,0.102,49.9
8,0,0.762,0.685,51.5
15,1,0.339,0.11,47.3
8,0,0.019,0.509,12.6
21,0,0.639,0.188,33.5
3,1,0.987,0.867,97.8
1,0,0.707,0.401,55.1
13,0,0.084,0.015,9.7
2,0,0.402,0.628,44.1
17,0,0.109,0.445,15.5
20,0,0.912,0.86,61.4
5,1,0.33,0.433,61.0
10,0,0.733,0.411,38.3
20,0,0.085,0.454,14.8
17,0,0.128,0.86,29.4
11,1,0.679,0.587,71.1
4,1,0.843,0.669,79.1
8,0,0.201,0.72,27.2
19,0,0.418,0.938,36.6
17,0,0.619,0.838,47.7
18,0,0.796,0.927,57.2
2,0,0.628,0.343,43.8
8,0,0.095,0.215,13.1
3,1,0.543,0.203,68.3
16,0,0.885,0.858,60.6
16,0,0.868,0.831,53.8
22,0,0.585,0.65,54.6
22,0,0.996,0.063,56.9
1,0,0.105,0.318,24.1
8,1,0.479,0.734,63.6
8,0,0.775,0.249,43.4
4,1,0.141,0.624,60.5
14,0,0.973,0.543,57.5
14,0,0.354,0.263,22.4
2,0,0.35,0.934,48.4
18,0,0.213,0.257,17.9
2,0,0.288,0.895,45.1
5,0,0.578,0.541,47.4
3,0,0.429,0.092,38.8
23,1,0.193,0.834,64.4
12,0,0.809,0.791,52.8
12,0,0.062,0.831,25.4
10,0,0.835,0.638,54.5
4,0,0.275,0.712,40.4
0,0,0.496,0.907,52.0
8,0,0.381,0.128,25.5
16,0,0.571,0.083,34.7
21,0,0.796,0.125,43.6
0,1,0.989,0.87,94.0
2,1,0.306,0.563,65.8
14,0,0.554,0.176,30.5
20,0,0.466,0.142,30.3
22,1,0.999,0.445,94.4
9,0,0.809,0.816,46.6
7,0,0.397,0.805,37.0
11,1,0.477,0.851,64.7
21,0,0.246,0.769,28.1
14,1,0.755,0.062,58.7
8,0,0.845,0.72,51.9
23,0,0.965,0.519,63.1
9,0,0.566,0.726,41.1
19,1,0.671,0.484,60.4
8,0,0.446,0.484,32.9
14,0,0.609,0.126,35.1
22,1,0.349,0.905,70.4
20,1,0.738,0.375,62.1
20,1,0.023,0.582,42.8
0,0,0.028,0.207,23.5
1,1,0.716,0.369,76.5
18,0,0.931,0.871,57.5
13,0,0.632,0.21,31.3
7,1,0.727,0.206,65.3
5,0,0.824,0.26,52.5
11,0,0.362,0.575,29.4
14,0,0.108,0.521,17.9
13,1,0.933,0.175,71.5
20,0,0.939,0.692,56.7
0,0,0.442,0.908,51.0
10,0,0.217,0.199,14.8
2,0,0.892,0.673,61.1
18,1,0.708,0.586,68.1
17,0,0.008,0.329,12.8
19,0,0.108,0.618,23.3
1,1,0.983,0.21,87.9
6,0,0.038,0.834,20.7
7,0,0.283,0.022,18.9
18,0,0.548,0.567,33.1
21,1,0.184,0.319,44.8
14,0,0.232,0.881,27.4
9,0,0.353,0.499,25.4
21,0,0.27,0.802,34.1
0,0,0.803,0.924,66.1
5,1,0.5,0.334,65.7
12,1,0.279,0.88,54.6
13,0,0.313,0.726,33.2
2,0,0.04,0.108,19.0
10,1,0.049,0.104,36.2
2,0,0.718,0.817,54.9
18,0,0.113,0.468,20.7
9,1,0.476,0.495,57.3
14,0,0.842,0.891,57.4
10,0,0.368,0.904,37.6
14,0,0.346,0.113,18.5
23,1,0.873,0.374,81.2
12,0,0.865,0.895,54.9
4,1,0.88,0.82,90.0
3,1,0.572,0.721,74.6
12,1,0.952,0.102,71.3
8,1,0.819,0.621,72.6
16,0,0.416,0.582,34.9
1,1,0.63,0.167,78.3
23,0,0.122,0.774,34.6
4,1,0.551,0.312,63.5
15,0,0.263,0.621,34.3
6,0,0.284,0.362,24.6
0,0,0.126,0.084,21.3
11,1,0.358,0.525,53.7
20,0,0.481,0.307,27.2
10,0,0.6,0.071,29.4
11,1,0.305,0.199,43.8
18,0,0.792,0.619,46.8
11,0,0.521,0.101,29.6
11,0,0.638,0.087,35.2
13,0,0.278,0.944,34.3
1,0,0.814,0.108,51.2
1,1,0.624,0.376,78.8
3,0,0.862,0.133,49.6
19,0,0.16,0.939,25.3
22,0,0.381,0.481,42.3
15,1,0.113,0.111,34.5
9,0,0.216,0.769,27.4
12,0,0.395,0.781,36.8
1,0,0.895,0.901,72.5
2,1,0.557,0.706,76.8
18,1,0.33,0.055,38.0
5,0,0.747,0.55,57.0
18,0,0.02,0.384,14.2
20,0,0.37,0.749,32.2
19,0,0.601,0.591,35.7
18,0,0.583,0.725,41.7
7,0,0.608,0.18,26.0
13,0,0.212,0.437,16.8
9,1,0.337,0.432,48.1
2,0,0.932,0.981,68.1
5,0,0.974,0.019,57.0
14,0,0.312,0.816,33.3
22,0,0.645,0.097,43.8
22,0,0.241,0.08,26.9
17,0,0.369,0.328,21.7
13,1,0.792,0.701,74.0
18,1,0.501,0.678,62.9
9,1,0.85,0.628,76.1
14,0,0.629,0.775,47.1
3,1,0.629,0.232,72.6
22,0,0.034,0.634,30.1
1,0,0.75,0.638,63.0
2,0,0.978,0.654,68.5
6,0,0.473,0.594,34.2
22,1,0.159,0.222,54.6
15,0,0.977,0.914,58.7
9,0,0.29,0.976,37.7
18,0,0.409,0.689,34.7
16,1,0.077,0.444,39.4
18,1,0.111,0.537,45.8
4,0,0.217,0.108,25.0
22,0,0.548,0.363,38.7
19,1,0.558,0.976,72.4
12,0,0.606,0.548,37.1
12,0,0.584,0.561,39.9
10,0,0.495,0.954,43.5
10,0,0.802,0.886,56.1
15,0,0.934,0.569,46.9
14,0,0.27,0.269,18.2
16,0,0.13,0.117,12.9
21,1,0.425,0.864,72.9
17,0,0.026,0.92,24.9
18,0,0.883,0.494,48.9
3,0,0.24,0.095,29.1
21,0,0.549,0.606,37.3
21,0,0.115,0.367,18.3
22,1,0.553,0.158,65.4
4,0,0.039,0.919,38.2
6,0,0.769,0.239,42.5
1,0,0.955,0.711,66.0
0,0,0.307,0.429,31.4
11,1,0.258,0.828,53.7
9,0,0.448,0.701,37.8
7,1,0.62,0.123,57.1
0,1,0.189,0.45,56.6
11,0,0.803,0.26,43.1
1,0,0.199,0.714,34.8
9,0,0.005,0.545,15.8
21,1,0.524,0.34,57.7
16,0,0.115,0.329,11.9
2,0,0.698,0.114,43.4
6,0,0.167,0.214,17.1
11,0,0.817,0.713,54.1
7,1,0.47,0.61,58.6
19,0,0.566,0.356,36.3
11,0,0.187,0.836,27.3
2,0,0.147,0.484,27.9
16,0,0.631,0.794,51.9
8,0,0.255,0.781,29.6
9,0,0.386,0.848,33.0
21,0,0.479,0.85,39.9
5,0,0.23,0.679,37.0
0,0,0.795,0.749,64.5
21,0,0.939,0.777,57.0
11,1,0.432,0.169,51.8
4,1,0.918,0.3,85.9
12,0,0.883,0.104,40.6
14,0,0.166,0.189,16.3
21,1,0.173,0.778,52.3
10,0,0.477,0.947,43.7
7,1,0.526,0.674,64.8
4,1,0.341,0.886,71.8
1,0,0.313,0.318,33.0
11,0,0.431,0.846,39.2
1,0,0.69,0.339,48.6
15,0,0.084,0.894,33.3
20,1,0.711,0.798,76.2
2,1,0.926,0.984,96.7
9,0,0.764,0.827,51.1
18,0,0.192,0.398,23.6
7,0,0.087,0.11,8.3
6,0,0.49,0.874,38.3
0,0,0.956,0.571,60.6
11,1,0.819,0.858,83.8
4,0,0.563,0.387,49.0
15,0,0.143,0.029,11.8
3,0,0.714,0.052,42.9
16,0,0.813,0.67,49.3
23,0,0.935,0.114,60.8
20,0,0.612,0.745,44.1
1,0,0.514,0.419,45.0
11,1,0.619,0.563,64.7
0,0,0.943,0.801,69.0
11,0,0.628,0.253,36.3
11,1,0.258,0.413,54.0
11,1,0.636,0.73,69.8
18,0,0.88,0.918,60.1
16,0,0.567,0.29,32.4
19,1,0.503,0.623,63.1
23,0,0.733,0.951,64.4
23,0,0.661,0.649,53.8
10,0,0.057,0.893,25.8
12,0,0.725,0.94,50.7
7,0,0.408,0.929,41.4
9,0,0.941,0.758,58.0
7,1,0.971,0.552,78.2
19,1,0.449,0.097,49.5
7,1,0.969,0.223,77.1
8,0,0.311,0.256,22.2
6,0,0.683,0.033,34.3
13,1,0.075,0.102,36.3
1,0,0.145,0.295,28.4
10,0,0.865,0.091,38.1
7,0,0.894,0.17,41.0
12,0,0.533,0.054,25.1
20,0,0.34,0.417,28.7
14,0,0.451,0.821,40.3
2,1,0.87,0.812,91.7
22,0,0.211,0.905,41.2
13,1,0.295,0.746,52.7
14,1,0.785,0.244,64.5
1,0,0.935,0.702,67.1
18,1,0.093,0.754,48.3
11,0,0.804,0.543,48.5
19,0,0.645,0.807,42.3
3,0,0.231,0.071,25.6
2,0,0.756,0.595,50.9
4,0,0.728,0.48,49.8
2,0,0.142,0.805,33.9
14,0,0.502,0.128,22.1
18,0,0.758,0.213,37.2
1,0,0.192,0.559,34.7
11,0,0.463,0.947,46.0
4,0,0.121,0.083,19.9
21,1,0.307,0.743,55.2
16,0,0.218,0.205,17.5
13,1,0.505,0.105,51.5
21,0,0.141,0.395,15.5
9,0,0.383,0.583,33.6
2,0,0.275,0.827,41.7
3,0,0.746,0.635,55.6
5,1,0.7,0.492,76.1
23,0,0.095,0.286,31.6
21,0,0.953,0.293,51.3
15,0,0.745,0.771,49.2
6,0,0.616,0.114,24.6
14,1,0.478,0.146,46.9
20,0,0.178,0.72,26.8
19,1,0.962,0.961,86.8
10,0,0.008,0.12,4.3
21,0,0.692,0.609,44.5
20,0,0.507,0.239,27.8
0,0,0.903,0.026,49.7
4,1,0.381,0.832,71.4
12,0,0.519,0.509,32.9
20,0,0.742,0.024,31.0
13,1,0.048,0.895,45.7
8,0,0.054,0.536,16.7
16,0,0.212,0.737,23.5
14,0,0.146,0.424,25.9
20,0,0.006,0.185,11.8
6,0,0.623,0.466,41.4
21,0,0.796,0.288,39.9
21,1,0.957,0.297,71.7
11,0,0.441,0.644,31.3
22,1,0.28,0.094,58.6
5,0,0.864,0.397,61.5
20,0,0.844,0.547,51.7
15,1,0.625,0.71,68.8
4,1,0.273,0.633,62.4
8,0,0.909,0.886,60.6
13,0,0.178,0.992,36.8
7,1,0.044,0.937,52.4
13,1,0.797,0.764,73.8
11,1,0.564,0.686,64.0
9,0,0.246,0.035,17.0
19,0,0.671,0.533,39.9
19,0,0.767,0.664,47.5
20,1,0.845,0.413,76.6
12,0,0.282,0.385,23.0
18,0,0.026,0.543,12.1
14,1,0.51,0.907,77.2
7,0,0.856,0.261,47.7
22,1,0.208,0.399,56.1
20,0,0.421,0.653,34.9
9,0,0.256,0.186,12.6
2,0,0.013,0.835,31.1
20,0,0.899,0.666,52.0
2,0,0.135,0.352,27.7
4,0,0.767,0.722,65.0
15,0,0.347,0.279,25.8
16,1,0.278,0.774,62.7
5,0,0.941,0.071,49.9
19,0,0.657,0.427,35.2
19,0,0.687,0.262,41.4
15,0,0.76,0.817,52.0
23,1,0.341,0.753,70.1
1,0,0.564,0.842,54.3
19,0,0.27,0.652,29.4
14,1,0.835,0.795,81.4
17,0,0.599,0.439,38.5
0,0,0.243,0.678,36.6
18,1,0.9,0.031,73.6
11,1,0.581,0.881,71.1
7,0,0.495,0.685,37.9
5,0,0.034,0.866,32.7
11,1,0.91,0.771,82.8
6,0,0.952,0.286,48.1
17,1,0.563,0.273,51.9
21,1,0.443,0.8,62.9
13,0,0.36,0.185,19.8
7,0,0.268,0.111,18.7
23,0,0.575,0.015,38.2
19,0,0.128,0.298,14.1
21,0,0.919,0.099,46.6
13,1,0.176,0.802,52.9
4,0,0.746,0.485,53.4
8,0,0.307,0.253,21.2
7,1,0.226,0.602,49.9
1,0,0.558,0.07,40.2
15,0,0.765,0.726,47.8
12,0,0.727,0.501,44.3
6,0,0.234,0.006,13.0
15,1,0.331,0.319,47.7
6,0,0.869,0.75,56.2
13,0,0.723,0.188,34.9
13,0,0.713,0.962,54.3
11,1,0.269,0.897,59.6
0,1,0.792,0.778,91.2
0,0,0.358,0.079,25.6
11,1,0.401,0.354,56.2
19,0,0.288,0.298,21.6
20,0,0.121,0.138,7.2
14,1,0.42,1.0,64.8
3,0,0.017,0.147,20.2
6,0,0.456,0.315,29.3
15,0,0.725,0.88,55.6
2,0,0.961,0.144,55.3
6,0,0.079,0.47,17.4
23,0,0.281,0.976,45.2
21,0,0.494,0.247,26.6
5,0,0.17,0.703,35.8
15,0,0.117,0.08,10.6
23,0,0.452,0.601,45.4
7,1,0.581,0.339,60.2
22,0,0.82,0.7,61.8
21,1,0.998,0.433,78.9
5,1,0.774,0.299,80.2
9,0,0.221,0.546,21.8
15,0,0.748,0.14,35.5
10,0,0.537,0.814,47.0
12,0,0.451,0.751,41.9
5,0,0.936,0.545,64.1
23,0,0.702,0.367,56.5
0,0,0.682,0.915,62.0
20,1,0.012,0.634,48.8
18,1,0.865,0.285,74.7
11,0,0.793,0.807,57.7
23,0,0.299,0.635,36.2
5,0,0.292,0.127,31.2
17,0,0.053,0.114,9.2
12,1,0.051,0.938,46.8
6,1,0.669,0.288,66.5
22,0,0.186,0.663,39.3
12,0,0.924,0.036,42.2
20,0,0.842,0.557,48.0
7,1,0.349,0.231,48.8
20,0,0.38,0.14,17.6
16,0,0.327,0.774,29.5
8,1,0.092,0.81,49.0
19,1,0.031,0.715,47.4
12,1,0.452,0.011,47.8
1,0,0.943,0.285,56.8
3,0,0.917,0.361,56.4
1,0,0.81,0.691,68.5
3,1,0.629,0.756,77.0
17,1,0.856,0.628,71.3
4,1,0.515,0.789,74.7
18,0,0.18,0.427,22.3
9,1,0.684,0.542,68.5
17,0,0.921,0.064,40.9
20,0,0.02,0.427,14.9
9,0,0.251,0.433,27.0
4,0,0.265,0.612,38.5
16,0,0.099,0.378,17.0
21,1,0.225,0.238,44.3
12,1,0.384,0.238,47.9
22,0,0.94,0.134,56.6
16,0,0.86,0.701,56.6
8,0,0.946,0.623,59.3
23,0,0.121,0.579,32.7
11,0,0.028,0.531,16.8
13,1,0.11,0.368,47.4
13,0,0.914,0.769,57.3
7,1,0.157,0.922,53.3
22,1,0.573,0.44,69.6
4,0,0.228,0.409,29.9
18,0,0.021,0.163,7.6
13,1,0.085,0.671,52.6
8,0,0.71,0.558,42.3
6,1,0.182,0.988,61.6
7,1,0.229,0.584,50.2
13,0,0.377,0.289,29.0
21,1,0.657,0.563,64.3
13,0,0.469,0.985,43.4
10,1,0.945,0.723,77.4
13,0,0.434,0.129,25.0
20,1,0.199,0.343,47.2
7,0,0.536,0.299,35.3
2,1,0.451,0.857,75.2
22,0,0.787,0.611,57.6
17,0,0.935,0.81,58.9
2,0,0.836,0.176,50.3
12,1,0.389,0.908,62.0
11,0,0.216,0.058,13.6
14,0,0.914,0.375,49.8
17,1,0.386,0.014,50.0
4,1,0.77,0.184,78.4
6,0,0.99,0.962,62.9
10,1,0.577,0.078,52.2
10,0,0.48,0.145,24.9
14,1,0.7,0.925,72.1
9,1,0.194,0.71,54.1
14,0,0.488,0.407,28.5
12,0,0.312,0.069,12.1
13,0,0.164,0.785,29.5
16,0,0.61,0.493,41.3
12,1,0.576,0.323,56.2
9,0,0.761,0.361,43.6
0,1,0.873,0.505,81.1
0,0,0.22,0.551,34.5
14,1,0.78,0.818,78.6
15,1,0.367,0.772,62.2
11,1,0.629,0.767,71.7
23,0,0.85,0.729,57.9
5,0,0.256,0.758,41.3
5,0,0.601,0.678,59.1
11,0,0.48,0.868,42.8
14,0,0.791,0.557,43.6
3,1,0.697,0.521,76.2
23,0,0.77,0.701,58.3
3,0,0.288,0.166,22.8
1,0,0.704,0.777,59.0
23,0,0.606,0.936,56.9
11,0,0.457,0.296,28.3
6,1,0.378,0.611,57.0
19,0,0.332,0.033,16.8
8,1,0.01,0.766,48.3
8,0,0.17,0.56,23.5
7,1,0.059,0.674,44.2
13,0,0.848,0.143,43.1
0,1,0.86,0.809,91.7
22,0,0.846,0.256,51.1
20,0,0.818,0.685,50.9
22,0,0.221,0.593,35.2
11,1,0.492,0.654,61.0
1,1,0.908,0.05,73.2
12,0,0.76,0.742,48.4
3,0,0.002,0.795,34.8
19,0,0.459,0.475,30.9
17,0,0.011,0.409,16.3
18,0,0.281,0.343,23.0
15,0,0.436,0.928,41.5
13,1,0.893,0.755,77.1
7,1,0.654,0.699,73.6
11,0,0.362,0.926,44.2
8,0,0.491,0.349,29.5
5,0,0.817,0.63,64.2
17,0,0.3,0.686,26.9
1,0,0.615,0.996,59.4
22,0,0.262,0.427,30.5
7,1,0.48,0.4,58.3
23,1,0.025,0.084,42.1
13,0,0.852,0.098,40.9
5,0,0.048,0.512,31.1
9,1,0.224,0.171,46.1
7,1,0.334,0.073,44.3
16,0,0.625,0.965,52.6
11,1,0.72,0.951,81.3
16,0,0.08,0.325,18.1
12,0,0.043,0.79,23.0
18,0,0.799,0.873,55.4
11,1,0.712,0.465,66.9
15,0,0.832,0.224,49.7
4,0,0.677,0.13,45.9
15,1,0.751,0.141,62.6
5,1,0.379,0.797,72.6
10,1,0.59,0.384,62.1
16,0,0.805,0.694,57.3
22,1,0.172,0.539,57.6
13,0,0.423,0.395,32.1
5,0,0.74,0.124,46.7
22,0,0.533,0.333,37.9
10,0,0.682,0.84,49.1
11,0,0.293,0.811,35.5
12,1,0.032,0.028,32.3
3,0,0.029,0.14,15.5
6,0,0.943,0.756,62.6
1,0,0.945,0.336,55.9
5,0,0.211,0.644,34.0
5,0,0.147,0.563,28.8
17,1,0.018,0.652,40.7
19,1,0.231,0.054,40.5
7,1,0.334,0.931,63.8
7,0,0.241,0.021,13.3
7,0,0.797,0.008,38.7
7,0,0.749,0.226,41.8
0,1,0.081,0.993,62.1
1,0,0.697,0.073,39.8
11,0,0.521,0.875,47.9
14,0,0.132,0.159,11.5
3,0,0.74,0.109,40.1
2,0,0.086,0.779,32.9
13,0,0.177,0.847,30.8
21,1,0.149,0.792,54.0
22,1,0.939,0.241,79.0
7,0,0.698,0.88,45.0
12,0,0.411,0.072,23.8
22,1,0.822,0.342,81.3
18,0,0.216,0.463,26.3
21,0,0.931,0.068,46.6
4,1,0.697,0.58,79.9
12,0,0.56,0.559,35.8
19,0,0.795,0.992,55.2
0,0,0.645,0.622,52.5
15,0,0.887,0.398,45.7
22,0,0.829,0.79,67.2
23,0,0.198,0.335,32.7
1,0,0.24,0.533,31.1
6,0,0.065,0.055,7.7
5,0,0.22,0.323,36.4
4,0,0.343,0.528,42.8
3,0,0.029,0.702,30.8
1,0,0.315,0.099,32.9
9,0,0.772,0.797,56.8
21,0,0.84,0.9,56.9
4,0,0.009,0.281,16.9
17,0,0.007,0.765,23.2
9,0,0.146,0.18,17.2
22,0,0.873,0.523,57.4
21,1,0.469,0.798,65.5
14,0,0.983,0.386,49.7
8,0,0.887,0.026,36.1
10,0,0.89,0.54,52.1
20,1,0.128,0.845,56.4
16,0,0.475,0.108,27.1
20,0,0.994,0.03,45.9
8,0,0.149,0.809,23.1
22,0,0.574,0.267,45.2
15,1,0.344,0.364,49.4
5,1,0.388,0.087,54.9
21,0,0.891,0.097,45.2
10,0,0.588,0.615,37.2
22,1,0.759,0.552,80.8
16,0,0.673,0.292,34.3
3,0,0.529,0.453,44.3
14,1,0.792,0.388,62.9
0,0,0.971,0.695,69.4
21,1,0.967,0.862,87.1
19,0,0.789,0.765,58.4
0,0,0.487,0.004,35.3
8,0,0.163,0.1,10.8
11,1,0.044,0.429,43.3
3,0,0.231,0.852,44.2
21,0,0.34,0.237,27.3
12,1,0.13,0.879,46.9
6,0,0.225,0.11,14.1
7,0,0.084,0.073,7.1
12,0,0.524,0.913,48.8
10,0,0.126,0.162,15.7
8,0,0.743,0.464,47.4
23,0,0.333,0.326,31.6
15,1,0.672,0.148,60.2
9,0,0.883,0.632,48.1
10,1,0.086,0.964,49.4
11,0,0.989,0.658,58.1
13,1,0.645,0.354,63.5
18,0,0.053,0.712,22.6
11,0,0.314,0.143,18.5
17,0,0.886,0.58,53.3
20,0,0.596,0.469,38.3
16,0,0.287,0.36,28.4
2,0,0.94,0.74,66.1
0,0,0.787,0.118,43.4
18,0,0.736,0.533,46.9
3,0,0.888,0.854,68.6
22,1,0.77,0.202,72.2
15,1,0.287,0.265,45.8
11,0,0.584,0.661,42.2
20,0,0.842,0.773,53.0
20,0,0.181,0.283,14.6
12,1,0.163,0.36,43.1
16,1,0.159,0.74,53.8
7,0,0.194,0.285,17.4
12,0,0.103,0.666,23.1
19,0,0.838,0.159,41.1
4,0,0.818,0.411,52.3
17,0,0.151,0.689,24.5
14,0,0.706,0.46,41.1
11,0,0.627,0.019,32.7
16,0,0.276,0.406,27.9
14,1,0.227,0.288,47.5
1,0,0.251,0.101,24.8
5,0,0.731,0.009,40.9
16,0,0.319,0.046,14.1
15,0,0.278,0.949,35.6
16,1,0.022,0.75,43.8
19,0,0.908,0.94,56.8
8,0,0.753,0.115,43.3
4,0,0.473,0.571,46.8
22,0,0.943,0.083,55.4
0,1,0.294,0.027,53.1
5,0,0.675,0.466,56.2
23,0,0.305,0.646,39.6
13,0,0.315,0.064,20.7
16,0,0.845,0.365,48.8
18,0,0.787,0.09,43.9
0,0,0.294,0.362,34.0
0,0,0.081,0.472,31.4
12,1,0.358,0.338,45.6
13,0,0.76,0.576,53.3
5,0,0.101,0.585,32.0
5,0,0.672,0.333,50.8
0,0,0.89,0.39,54.5
13,0,0.179,0.441,16.9
2,0,0.862,0.376,55.1
22,0,0.051,0.761,32.3
9,1,0.667,0.14,58.7
18,0,0.791,0.857,52.6
18,1,0.445,0.331,53.8
18,1,0.204,0.724,45.6
22,1,0.925,0.884,95.9
3,0,0.02,0.887,33.0
19,1,0.555,0.452,64.1
