traffic_density,weather_severity,time_of_day,road_condition_index,historical_incidents,risk_score
0.232,0.736,21,0.337,0,0.5693
0.181,0.642,11,0.515,2,0.3245
0.81,0.759,11,0.599,4,0.7317
0.135,0.82,5,0.432,2,0.4473
0.469,0.923,7,0.759,0,0.4436
0.939,0.431,2,0.584,4,0.517
0.186,0.985,20,0.665,4,0.5878
0.978,0.216,10,0.863,1,0.4211
0.994,0.714,10,0.866,4,0.6424
0.556,0.534,4,0.204,3,0.4837
0.17,0.817,23,0.623,0,0.5835
0.316,0.477,6,0.717,1,0.3522
0.424,0.784,18,0.146,2,0.674
0.309,0.93,6,0.843,4,0.5959
0.281,0.732,9,0.18,1,0.4939
0.972,0.776,7,0.799,3,0.6705
0.153,0.067,20,0.161,1,0.3065
0.733,0.205,20,0.742,3,0.4188
0.0,0.974,13,0.148,1,0.4896
0.596,0.693,0,0.379,1,0.6397
0.916,0.561,12,0.144,2,0.8169
0.288,0.367,23,0.271,2,0.382
0.186,0.044,5,0.985,2,0.1615
0.652,0.369,5,0.108,1,0.5256
0.713,0.499,20,0.406,4,0.6533
0.688,0.211,4,0.677,1,0.3214
0.319,0.173,2,0.095,2,0.2905
0.252,0.508,11,0.109,1,0.5168
0.956,0.586,14,0.143,4,0.8482
0.923,0.24,2,0.645,3,0.4798
0.457,0.587,15,0.909,0,0.3492
0.846,0.9,17,0.826,2,0.695
0.452,0.473,8,0.983,1,0.3324
0.424,0.857,7,0.578,4,0.5597
0.157,0.927,10,0.961,2,0.4461
0.426,0.092,2,0.305,2,0.3541
0.537,0.096,4,0.422,3,0.4008
0.023,0.476,9,0.396,0,0.3129
0.444,0.588,4,0.047,1,0.5373
0.781,0.426,7,0.83,1,0.4697
0.68,0.326,5,0.025,2,0.4929
0.635,0.641,22,0.73,4,0.6911
0.91,0.002,20,0.407,2,0.418
0.018,0.968,15,0.006,3,0.6358
0.557,0.232,11,0.29,0,0.418
0.787,0.917,16,0.346,3,0.8804
0.541,0.109,7,0.965,4,0.2544
0.324,0.238,3,0.661,1,0.2526
0.136,0.235,20,0.544,4,0.3092
0.888,0.996,16,0.127,3,0.9383
0.471,0.005,2,0.391,1,0.2229
0.878,0.64,17,0.036,0,0.6798
0.586,0.87,15,0.762,2,0.6922
0.674,0.672,1,0.163,0,0.5157
0.804,0.363,12,0.594,2,0.498
0.659,0.958,0,0.699,0,0.6295
0.398,0.894,21,0.367,1,0.7126
0.514,0.434,23,0.633,1,0.445
0.803,0.573,2,0.764,1,0.563
0.374,0.968,0,0.184,2,0.6197
0.388,0.983,1,0.601,1,0.5288
0.096,0.45,18,0.734,4,0.4285
0.915,0.847,21,0.357,2,0.7708
0.091,0.302,2,0.162,1,0.2172
0.648,0.372,0,0.286,1,0.351
0.413,0.165,22,0.933,0,0.298
0.406,0.209,23,0.357,4,0.4819
0.68,0.657,8,0.108,4,0.6907
0.067,0.511,7,0.083,2,0.3605
0.594,0.231,4,0.18,4,0.5193
0.772,0.403,0,0.128,1,0.5593
0.828,0.373,14,0.495,2,0.6077
0.171,0.987,16,0.348,3,0.6135
0.897,0.854,14,0.841,0,0.6678
0.656,0.388,7,0.881,0,0.3788
0.882,0.914,22,0.473,3,0.755
0.485,0.343,20,0.889,2,0.4203
0.542,0.668,2,0.45,3,0.5339
0.919,0.967,8,0.642,4,0.7454
0.9,0.39,19,0.163,1,0.7199
0.448,0.68,13,0.053,3,0.5441
0.274,0.296,5,0.16,3,0.3905
0.393,0.266,19,0.252,4,0.4776
0.388,0.574,3,0.751,2,0.4217
0.287,0.979,23,0.174,1,0.6392
0.269,0.453,11,0.131,1,0.3211
0.861,0.938,2,0.928,0,0.5747
0.07,0.914,23,0.689,1,0.4743
0.678,0.254,2,0.473,1,0.4682
0.173,0.402,20,0.095,1,0.4568
0.345,0.643,16,0.852,1,0.4577
0.062,0.518,5,0.108,4,0.5125
0.27,0.096,14,0.611,0,0.2766
0.768,0.994,10,0.668,3,0.8288
0.885,0.753,17,0.4,0,0.6755
0.222,0.438,2,0.911,2,0.3287
0.464,0.618,16,0.051,3,0.6157
0.47,0.088,10,0.818,0,0.1896
0.874,0.495,5,0.554,0,0.4903
0.763,0.931,4,0.611,0,0.6363
0.513,0.897,9,0.987,0,0.5517
0.671,0.337,1,0.583,0,0.4508
0.847,0.531,14,0.797,0,0.4676
0.01,0.697,10,0.154,4,0.4868
0.403,0.34,23,0.809,4,0.424
0.907,0.065,13,0.761,3,0.567
0.74,0.505,13,0.968,1,0.4707
0.543,0.602,2,0.936,0,0.3602
0.53,0.006,21,0.214,1,0.3798
0.348,0.096,21,0.465,4,0.4182
0.521,0.207,15,0.911,2,0.4269
0.655,0.348,13,0.641,0,0.3252
0.418,0.541,9,0.464,3,0.4712
0.714,0.294,21,0.109,1,0.548
0.861,0.276,7,0.352,3,0.5353
0.155,0.869,11,0.665,0,0.5729
0.452,0.145,4,0.777,1,0.2436
0.408,0.495,12,0.447,1,0.5477
0.687,0.953,23,0.056,0,0.7453
0.25,0.625,11,0.633,2,0.3649
0.64,0.717,2,0.922,0,0.4947
0.877,0.431,22,0.496,3,0.6314
0.418,0.02,16,0.928,4,0.2206
0.911,0.646,19,0.354,4,0.7982
0.993,0.632,4,0.886,4,0.6955
0.106,0.11,22,0.786,1,0.2345
0.233,0.462,5,0.962,1,0.2946
0.95,0.915,12,0.791,0,0.699
0.958,0.205,5,0.321,1,0.5358
0.098,0.461,12,0.901,3,0.3655
0.015,0.461,14,0.67,0,0.2155
0.161,0.811,1,0.162,3,0.5008
0.996,0.825,10,0.046,4,0.8564
0.18,0.759,15,0.366,3,0.5322
0.503,0.365,17,0.787,4,0.4798
0.848,0.072,1,0.618,1,0.3736
0.02,0.349,9,0.527,0,0.2466
0.604,0.68,12,0.004,2,0.6278
0.277,0.703,7,0.436,3,0.4711
0.862,0.965,6,0.158,0,0.8281
0.283,0.454,15,0.455,2,0.41
0.687,0.632,16,0.992,0,0.6605
0.674,0.539,8,0.88,2,0.3957
0.221,0.151,7,0.311,0,0.2248
0.035,0.461,19,0.594,4,0.4179
0.409,0.545,4,0.502,2,0.4665
0.289,0.951,4,0.13,0,0.5173
0.809,0.367,23,0.99,2,0.6343
0.8,0.98,12,0.425,4,0.7675
0.457,0.542,15,0.506,2,0.4634
0.607,0.242,21,0.648,2,0.4429
0.604,0.192,10,0.192,0,0.3541
0.827,0.142,14,0.222,3,0.4922
0.425,0.453,16,0.193,4,0.5194
0.275,0.022,14,0.384,0,0.1685
0.265,0.445,22,0.2,1,0.4793
0.536,0.988,11,0.926,2,0.5473
0.449,0.67,3,0.714,1,0.4593
0.44,0.76,3,0.898,0,0.3739
0.091,0.119,20,0.848,3,0.2893
0.719,0.473,15,0.703,4,0.6042
0.214,0.286,14,0.243,0,0.3682
0.197,0.894,7,0.615,3,0.5149
0.413,0.181,20,0.186,0,0.4616
0.228,0.459,19,0.132,3,0.5151
0.584,0.588,7,0.633,1,0.4605
0.371,0.514,10,0.625,3,0.3918
0.449,0.83,20,0.157,4,0.7396
0.537,0.231,23,0.352,1,0.4088
0.204,0.377,16,0.066,2,0.4651
0.156,0.792,2,0.716,1,0.3913
0.88,0.528,6,0.987,1,0.4963
0.434,0.402,11,0.74,2,0.4376
0.412,0.029,0,0.844,1,0.2284
0.036,0.753,10,0.476,1,0.3981
0.498,0.972,4,0.096,2,0.6874
0.554,0.62,5,0.727,2,0.5426
0.559,0.857,13,0.257,4,0.7923
0.707,0.517,16,0.388,1,0.6029
0.177,0.232,22,0.703,1,0.3995
0.252,0.014,2,0.905,1,0.0661
0.811,0.653,3,0.486,4,0.605
0.947,0.493,0,0.962,1,0.3718
0.136,0.782,3,0.52,2,0.397
0.498,0.695,13,0.123,2,0.5623
0.214,0.988,20,0.518,2,0.6514
0.06,0.51,6,0.861,2,0.2885
0.326,0.427,20,0.538,3,0.5556
0.144,0.287,23,0.748,2,0.342
0.71,0.477,6,0.548,4,0.47
0.534,0.873,0,0.546,3,0.5249
0.144,0.042,1,0.285,1,0.1763
0.009,0.978,22,0.201,2,0.578
0.808,0.993,2,0.279,1,0.7402
0.176,0.598,17,0.441,2,0.3867
0.606,0.332,10,0.81,2,0.3911
0.337,0.223,11,0.829,3,0.3664
0.585,0.276,13,0.163,2,0.4997
0.316,0.05,8,0.553,2,0.2565
0.087,0.475,9,0.416,0,0.3667
0.223,0.057,12,0.571,4,0.2503
0.188,0.718,23,0.648,4,0.4679
0.428,0.372,23,0.28,1,0.4263
0.658,0.199,2,0.919,1,0.3577
0.264,0.545,8,0.935,3,0.3491
0.012,0.974,23,0.105,1,0.5573
0.519,0.695,1,0.703,0,0.4294
0.606,0.492,22,0.033,1,0.5796
0.963,0.777,7,0.047,2,0.7601
0.589,0.737,6,0.958,1,0.5007
0.471,0.892,8,0.695,1,0.5014
0.573,0.205,12,0.325,2,0.3276
0.928,0.859,6,0.67,0,0.6215
0.828,0.301,6,0.846,4,0.464
0.323,0.941,0,0.871,0,0.4958
0.237,0.281,1,0.021,0,0.3404
0.263,0.927,20,0.818,3,0.537
0.504,0.964,16,0.853,3,0.6533
0.744,0.145,9,0.596,2,0.4935
0.503,0.974,14,0.48,3,0.7506
0.068,0.086,15,0.111,4,0.3036
0.724,0.219,22,0.24,2,0.5492
0.806,0.444,20,0.49,3,0.6589
0.289,0.994,12,0.865,1,0.6041
0.664,0.489,20,0.803,3,0.5385
0.427,0.55,7,0.496,4,0.5105
0.889,0.694,8,0.786,3,0.6228
0.845,0.968,0,0.766,2,0.6262
0.525,0.783,3,0.579,1,0.5075
0.692,0.224,17,0.22,2,0.5469
0.883,0.303,0,0.348,1,0.5927
0.496,0.098,2,0.164,1,0.2836
0.313,0.644,9,0.007,4,0.6445
0.754,0.181,23,0.081,0,0.6096
0.22,0.257,1,0.76,4,0.2672
0.389,0.888,17,0.033,0,0.65
0.866,0.327,1,0.4,0,0.4697
0.724,0.567,12,0.986,4,0.6335
0.404,0.398,20,0.795,3,0.3811
0.215,0.074,8,0.751,4,0.2355
0.356,0.363,22,0.275,2,0.5013
0.284,0.408,22,0.642,2,0.3795
0.176,0.896,1,0.499,2,0.4027
0.743,0.324,1,0.624,2,0.3922
0.252,0.379,4,0.436,0,0.2447
0.454,0.783,13,0.531,0,0.5533
0.386,0.759,22,0.988,4,0.6151
0.982,0.798,22,0.329,1,0.8007
0.391,0.954,2,0.216,1,0.5399
0.08,0.796,13,0.448,0,0.4657
0.09,0.408,0,0.524,3,0.2879
0.591,0.822,8,0.086,0,0.7169
0.599,0.509,15,0.806,3,0.4929
0.419,0.278,16,0.422,1,0.3591
0.432,0.303,7,0.413,0,0.3838
0.054,0.224,14,0.659,4,0.2607
0.517,0.145,20,0.773,2,0.3664
0.505,0.184,7,0.986,1,0.1896
0.15,0.063,6,0.174,0,0.1921
0.104,0.888,8,0.346,0,0.4818
0.124,0.931,1,0.168,2,0.5499
0.101,0.587,9,0.881,1,0.2884
0.61,0.84,4,0.548,4,0.7063
0.196,0.184,15,0.852,4,0.2377
0.251,0.902,20,0.985,4,0.5915
0.174,0.506,0,0.55,1,0.3802
0.958,0.067,5,0.118,4,0.5358
0.855,0.141,9,0.361,3,0.6334
0.23,0.309,9,0.036,0,0.3061
0.328,0.044,18,0.849,3,0.2548
0.21,0.309,12,0.018,1,0.3918
0.492,0.06,18,0.592,4,0.3955
0.02,0.236,2,0.106,4,0.3337
0.671,0.266,12,0.008,4,0.5525
0.523,0.994,3,0.256,2,0.6966
0.899,0.236,7,0.552,2,0.5235
0.164,0.239,11,0.075,4,0.351
0.804,0.687,21,0.615,0,0.6597
0.792,0.859,23,0.672,2,0.7469
0.127,0.387,23,0.97,1,0.3403
0.399,0.876,16,0.9,4,0.5762
0.17,0.34,0,0.567,0,0.1183
0.255,0.197,1,0.793,2,0.1015
0.263,0.33,8,0.364,1,0.3458
0.556,0.609,22,0.586,2,0.5412
0.411,0.367,0,0.403,1,0.3852
0.948,0.673,18,0.337,4,0.7699
0.126,0.237,16,0.728,0,0.2154
0.974,0.701,4,0.297,3,0.7547
0.231,0.347,14,0.381,2,0.3864
0.773,0.456,19,0.367,0,0.5568
0.339,0.558,23,0.87,3,0.4186
0.143,0.686,11,0.17,4,0.4899
0.858,0.239,3,0.381,1,0.4773
0.309,0.836,14,0.888,4,0.5614
0.659,0.722,2,0.015,0,0.6928
0.566,0.234,13,0.948,0,0.3492
0.472,0.975,3,0.899,2,0.5183
0.496,0.665,18,0.418,3,0.65
0.732,0.452,5,0.653,3,0.5841
0.088,0.158,16,0.991,2,0.224
0.668,0.533,17,0.555,4,0.5568
0.896,0.165,7,0.097,3,0.6476
0.058,0.429,18,0.854,4,0.459
0.141,0.409,19,0.134,1,0.302
0.717,0.72,11,0.257,0,0.619
0.437,0.192,16,0.874,1,0.2693
0.404,0.822,18,0.256,2,0.7157
0.137,0.326,0,0.745,3,0.2666
0.507,0.444,10,0.448,1,0.4282
0.127,0.772,9,0.76,0,0.3536
0.477,0.625,15,0.232,3,0.5513
0.764,0.308,4,0.42,4,0.6697
0.258,0.386,16,0.318,3,0.4433
0.481,0.306,8,0.249,0,0.3797
0.992,0.595,22,0.314,3,0.6685
0.687,0.333,7,0.323,1,0.4964
0.841,0.726,9,0.955,2,0.5333
0.415,0.58,7,0.533,1,0.4794
0.768,0.146,2,0.462,3,0.4027
0.041,0.31,22,0.503,4,0.4436
0.123,0.221,22,0.996,3,0.2282
0.203,0.39,22,0.654,0,0.3345
0.402,0.516,11,0.703,1,0.4613
0.846,0.507,23,0.314,1,0.6953
0.346,0.755,3,0.472,3,0.5429
0.655,0.189,21,0.184,2,0.5362
0.709,0.946,17,0.685,3,0.7065
0.586,0.343,22,0.344,2,0.4761
0.357,0.3,8,0.748,3,0.3396
0.577,0.685,20,0.213,1,0.6194
0.342,0.806,3,0.404,2,0.5487
0.084,0.378,1,0.471,0,0.27
0.993,0.747,6,0.167,2,0.7407
0.127,0.884,17,0.07,4,0.6758
0.072,0.767,1,0.317,0,0.4022
0.879,0.034,1,0.545,3,0.4258
0.302,0.827,9,0.653,4,0.5483
0.65,0.774,2,0.425,0,0.5891
0.329,0.669,18,0.5,3,0.537
0.391,0.76,1,0.543,2,0.4691
0.262,0.979,2,0.512,3,0.5924
0.343,0.431,8,0.09,1,0.4337
0.411,0.067,10,0.405,0,0.2905
0.72,0.461,10,0.204,2,0.5964
0.512,0.046,2,0.534,3,0.234
0.944,0.294,4,0.758,2,0.4575
0.042,0.587,11,0.579,2,0.3064
0.503,0.31,14,0.222,0,0.4452
0.584,0.685,22,0.208,2,0.6036
0.92,0.822,16,0.037,0,0.7086
0.049,0.42,15,0.426,2,0.3767
0.573,0.9,16,0.433,2,0.7297
0.854,0.08,14,0.236,3,0.4724
0.242,0.84,12,0.764,4,0.5271
0.876,0.829,1,0.386,0,0.6065
0.019,0.322,16,0.669,1,0.2205
0.732,0.299,0,0.64,0,0.2964
0.933,0.305,9,0.605,2,0.5391
0.657,0.811,3,0.908,4,0.5748
0.439,0.832,9,0.016,0,0.5897
0.045,0.33,11,0.068,2,0.387
0.92,0.593,2,0.722,1,0.6135
0.47,0.139,0,0.354,3,0.2844
0.029,0.469,18,0.987,3,0.3448
0.69,0.999,0,0.216,0,0.6603
0.482,0.159,18,0.183,0,0.3704
0.124,0.948,3,0.588,1,0.5209
0.214,0.824,12,0.279,3,0.5437
0.064,0.972,13,0.34,2,0.5486
0.574,0.18,13,0.921,0,0.2997
0.622,0.214,23,0.026,4,0.6094
0.506,0.017,2,0.531,3,0.2751
0.817,0.725,18,0.335,2,0.6902
0.861,0.644,10,0.346,3,0.7841
0.616,0.178,8,0.248,1,0.3978
0.013,0.791,5,0.135,4,0.3949
0.695,0.299,3,0.034,2,0.4721
0.418,0.135,4,0.988,2,0.2362
0.566,0.423,8,0.66,0,0.4176
0.649,0.091,0,0.777,1,0.3634
0.35,0.263,22,0.065,1,0.4084
0.917,0.371,14,0.015,2,0.6236
0.134,0.852,10,0.6,3,0.5607
0.672,0.793,22,0.724,2,0.7618
0.004,0.443,0,0.395,2,0.2677
0.925,0.725,16,0.388,2,0.6751
0.113,0.569,14,0.384,2,0.4465
0.095,0.341,13,0.153,2,0.2836
0.333,0.726,8,0.754,2,0.4631
0.374,0.683,22,0.215,3,0.6203
0.214,0.619,3,0.324,4,0.5184
0.585,0.618,8,0.671,4,0.5006
0.443,0.683,4,0.0,0,0.5199
0.034,0.385,2,0.766,4,0.3324
0.32,0.869,17,0.899,3,0.5228
0.81,0.162,8,0.052,2,0.4976
0.69,0.884,3,0.592,1,0.5755
0.725,0.342,6,0.408,3,0.4558
0.698,0.125,0,0.078,1,0.4413
0.311,0.6,15,0.682,0,0.3715
0.1,0.376,5,0.612,3,0.2111
0.272,0.815,5,0.643,2,0.4362
0.832,0.431,13,0.813,2,0.4634
0.98,0.669,21,0.287,3,0.8959
0.494,0.308,4,0.677,3,0.377
0.01,0.209,10,0.743,2,0.2332
0.14,0.388,0,0.169,1,0.2755
0.322,0.607,19,0.957,3,0.4678
0.579,0.657,9,0.34,2,0.5853
0.075,0.578,0,0.714,4,0.2355
0.943,0.988,20,0.754,3,0.7704
0.365,0.691,3,0.504,0,0.3703
0.913,0.932,7,0.129,0,0.6901
0.781,0.118,0,0.276,3,0.4361
0.755,0.061,7,0.234,2,0.4059
0.607,0.311,13,0.519,1,0.4684
0.627,0.137,23,0.261,3,0.4424
0.638,0.526,16,0.547,0,0.5241
0.629,0.519,8,0.288,1,0.5707
0.554,0.575,5,0.001,4,0.5439
0.986,0.745,0,0.363,1,0.6575
0.732,0.971,22,0.607,4,0.8494
0.777,0.878,22,0.774,0,0.6744
0.872,0.118,8,0.028,4,0.498
0.216,0.339,0,0.258,1,0.249
0.084,0.256,13,0.985,0,0.1681
0.483,0.177,23,0.262,1,0.4643
0.514,0.545,10,0.777,3,0.5105
0.829,0.553,7,0.509,1,0.5849
0.444,0.227,22,0.122,3,0.48
0.571,0.712,11,0.643,3,0.5535
0.527,0.733,5,0.966,4,0.4255
0.038,0.021,16,0.887,3,0.1634
0.615,0.396,10,0.69,4,0.4826
0.828,0.89,9,0.512,3,0.7256
0.158,0.52,7,0.319,0,0.4267
0.594,0.348,11,0.357,4,0.5054
0.594,0.254,20,0.346,1,0.4565
0.164,0.243,3,0.922,4,0.177
0.123,0.1,20,0.211,0,0.2973
0.98,0.817,20,0.378,3,0.7932
0.394,0.087,12,0.432,0,0.4129
0.227,0.292,2,0.409,2,0.3452
0.171,0.046,19,0.004,0,0.406
0.668,0.781,3,0.271,0,0.5754
0.609,0.039,7,0.499,0,0.2793
0.644,0.308,4,0.76,1,0.4176
0.088,0.573,21,0.569,1,0.4156
0.894,0.41,1,0.385,0,0.5543
0.389,0.282,7,0.665,2,0.3553
0.313,0.275,23,0.666,2,0.3656
0.462,0.798,4,0.248,4,0.6338
0.39,0.974,15,0.104,0,0.6235
0.864,0.348,20,0.803,4,0.4922
0.929,0.039,14,0.53,3,0.5013
0.303,0.037,18,0.177,2,0.398
0.864,0.759,12,0.262,3,0.7276
0.782,0.552,10,0.766,3,0.5415
0.931,0.784,15,0.653,0,0.6715
0.246,0.697,17,0.945,2,0.4425
0.577,0.908,14,0.465,4,0.7631
0.275,0.886,5,0.052,3,0.6468
0.824,0.788,7,0.7,0,0.5529
0.005,0.475,3,0.255,1,0.244
0.565,0.308,20,0.324,2,0.5095
0.339,0.507,15,0.197,1,0.5468
0.323,0.502,20,0.309,4,0.608
0.645,0.61,10,0.829,4,0.4582
0.851,0.186,19,0.577,4,0.5692
0.609,0.656,1,0.109,2,0.5927
0.853,0.457,21,0.587,3,0.5301
0.265,0.62,3,0.634,0,0.4016
0.52,0.24,13,0.885,3,0.4484
0.451,0.434,10,0.86,2,0.4218
0.012,0.21,3,0.063,1,0.3341
0.557,0.875,2,0.867,0,0.5238
0.662,0.488,23,0.051,4,0.6767
0.592,0.225,21,0.154,1,0.5112
0.736,0.041,4,0.112,3,0.3985
0.571,0.676,5,0.182,0,0.5157
0.067,0.215,8,0.803,4,0.2507
0.116,0.99,3,0.686,0,0.4302
0.596,0.534,6,0.687,3,0.5906
0.275,0.289,12,0.922,2,0.2748
0.08,0.658,9,0.392,3,0.4428
0.43,0.275,11,0.003,2,0.4723
0.554,0.82,9,0.64,4,0.6674
0.329,0.308,10,0.868,3,0.2486
0.72,0.988,10,0.976,3,0.742
0.644,0.605,21,0.364,3,0.6906
0.333,0.844,5,0.822,3,0.5288
0.755,0.073,5,0.849,2,0.4894
0.649,0.348,19,0.144,2,0.547
0.637,0.737,5,0.631,1,0.5161
0.553,0.655,11,0.173,4,0.5869
0.011,0.194,22,0.447,4,0.4295
0.697,0.356,13,0.879,2,0.4255
0.376,0.263,17,0.789,1,0.4448
0.943,0.613,22,0.57,1,0.7043
0.818,0.345,18,0.809,3,0.5467
0.588,0.309,9,0.153,1,0.4852
0.252,0.207,9,0.195,4,0.3326
0.204,0.409,6,0.209,0,0.3763
0.34,0.196,9,0.776,2,0.3015
0.477,0.963,13,0.891,3,0.6813
0.296,0.155,4,0.563,1,0.2786
0.515,0.913,21,0.958,2,0.6118
0.165,0.428,10,0.728,2,0.2913
0.978,0.378,6,0.564,2,0.5828
0.108,0.231,19,0.612,4,0.3277
0.932,0.636,17,0.85,3,0.6754
0.914,0.686,10,0.09,0,0.6752
0.525,0.468,19,0.168,3,0.5842
0.725,0.056,2,0.266,1,0.3131
0.436,0.919,6,0.895,3,0.5129
0.63,0.98,3,0.945,4,0.5483
0.341,0.431,18,0.356,0,0.4062
0.301,0.614,20,0.924,3,0.4023
0.578,0.45,17,0.547,1,0.4813
0.498,0.322,10,0.473,3,0.4495
0.58,0.077,13,0.833,4,0.3787
0.287,0.456,9,0.546,2,0.2946
0.367,0.818,13,0.454,4,0.573
0.084,0.017,3,0.016,4,0.2932
0.052,0.582,22,0.013,4,0.5576
0.253,0.881,11,0.628,0,0.5059
0.074,0.218,11,0.073,3,0.3973
0.104,0.183,1,0.737,1,0.1065
0.813,0.772,5,0.622,2,0.5839
0.039,0.255,4,0.458,2,0.212
0.659,0.192,18,0.71,0,0.3628
0.273,0.378,20,0.993,1,0.3705
0.872,0.393,14,0.246,2,0.5945
0.485,0.874,9,0.557,1,0.5984
0.306,0.618,6,0.843,1,0.3311
0.518,0.406,18,0.017,3,0.6275
0.382,0.534,7,0.204,0,0.4011
0.564,0.954,14,0.521,4,0.6821
0.115,0.113,22,0.552,4,0.2883
0.997,0.208,3,0.086,2,0.6329
0.426,0.963,12,0.407,2,0.6954
0.348,0.957,4,0.52,0,0.5308
0.71,0.177,10,0.423,3,0.3955
0.364,0.145,15,0.701,2,0.3252
0.833,0.421,19,0.771,2,0.5876
0.454,0.05,17,0.46,1,0.3845
0.72,0.655,14,0.426,0,0.636
0.107,0.077,0,0.705,4,0.1262
0.846,0.058,7,0.555,0,0.3407
0.736,0.485,3,0.87,4,0.5424
0.212,0.958,8,0.481,1,0.5598
0.145,0.427,18,0.574,3,0.3985
0.316,0.356,6,0.129,4,0.4643
0.976,0.998,14,0.836,1,0.7225
0.257,0.532,2,0.422,3,0.3131
0.456,0.375,11,0.719,1,0.3862
0.03,0.386,22,0.429,3,0.4562
0.397,0.195,1,0.001,2,0.4149
0.571,0.512,18,0.4,3,0.5799
0.953,0.439,23,0.148,4,0.7129
0.517,0.271,6,0.399,3,0.4649
0.819,0.161,10,0.321,0,0.416
0.547,0.311,18,0.203,3,0.6526
0.041,0.509,7,0.124,1,0.3902
0.315,0.058,12,0.729,4,0.2765
0.576,0.154,8,0.755,2,0.3932
0.951,0.948,1,0.265,2,0.796
0.859,0.543,17,0.495,1,0.547
0.228,0.063,14,0.464,2,0.2606
0.22,0.693,22,0.355,4,0.5921
0.201,0.062,10,0.278,1,0.2721
0.922,0.739,23,0.186,4,0.7948
0.853,0.75,14,0.873,2,0.6698
0.775,0.651,20,0.833,2,0.508
0.393,0.732,17,0.417,0,0.5446
0.504,0.088,13,0.721,1,0.3314
0.464,0.727,20,0.498,3,0.728
0.253,0.137,18,0.085,1,0.3778
0.505,0.34,12,0.822,4,0.3702
0.03,0.943,15,0.219,2,0.5744
0.132,0.503,1,0.707,0,0.2004
0.887,0.967,1,0.527,1,0.7375
0.752,0.089,16,0.691,4,0.4845
0.423,0.478,21,0.471,0,0.4227
0.517,0.062,21,0.703,0,0.2355
0.37,0.63,19,0.033,0,0.7098
0.741,0.079,17,0.041,2,0.4876
0.784,0.175,9,0.896,4,0.4376
0.763,0.259,11,0.75,0,0.4192
0.723,0.749,2,0.828,2,0.5456
0.205,0.164,5,0.457,2,0.2755
0.338,0.847,19,0.46,2,0.6318
0.47,0.132,4,0.534,1,0.371
0.331,0.035,20,0.244,2,0.3001
0.755,0.395,7,0.734,4,0.48
0.329,0.979,17,0.829,3,0.6103
0.138,0.11,15,0.907,1,0.2528
0.399,0.102,13,0.517,0,0.193
0.98,0.751,5,0.415,2,0.7239
0.226,0.312,10,0.831,1,0.3142
0.612,0.717,5,0.753,1,0.5998
0.433,0.2,4,0.867,4,0.3786
0.071,0.46,14,0.656,0,0.27
0.488,0.265,5,0.883,3,0.3922
0.702,0.452,20,0.089,3,0.5663
0.513,0.769,15,0.68,1,0.6223
0.872,0.762,17,0.089,1,0.8127
0.289,0.516,20,0.749,0,0.3712
0.086,0.928,0,0.628,1,0.4444
0.937,0.264,2,0.016,2,0.5573
0.378,0.24,22,0.599,3,0.3927
0.576,0.614,19,0.146,2,0.6767
0.792,0.621,23,0.142,4,0.7974
0.324,0.047,2,0.15,1,0.269
0.716,0.608,6,0.484,0,0.5493
0.135,0.374,13,0.116,4,0.553
0.291,0.747,17,0.126,4,0.6676
0.145,0.808,23,0.256,0,0.501
0.811,0.552,14,0.001,4,0.7351
0.223,0.002,12,0.276,2,0.1246
0.717,0.636,18,0.618,4,0.682
0.943,0.749,21,0.602,0,0.671
0.528,0.249,1,0.97,3,0.2311
0.54,0.465,6,0.12,1,0.5438
0.461,0.966,12,0.866,0,0.571
0.326,0.298,3,0.391,2,0.3665
0.476,0.223,5,0.387,2,0.4427
0.603,0.211,17,0.349,3,0.4986
0.986,0.559,18,0.125,2,0.7693
0.938,0.95,14,0.479,0,0.7333
0.862,0.609,2,0.787,2,0.6084
0.889,0.303,19,0.875,3,0.508
0.468,0.639,16,0.963,3,0.5067
0.657,0.625,15,0.785,4,0.5968
0.895,0.597,12,0.623,4,0.6857
0.393,0.159,21,0.498,2,0.3742
0.962,0.635,21,0.875,2,0.7149
0.416,0.43,19,0.74,2,0.4331
0.601,0.019,7,0.161,2,0.3566
0.71,0.54,20,0.683,4,0.6001
0.951,0.989,13,0.431,0,0.7775
0.245,0.35,3,0.596,0,0.2828
0.746,0.966,6,0.898,0,0.556
0.521,0.096,9,0.653,4,0.3554
0.269,0.732,14,0.939,0,0.4578
0.777,0.114,15,0.866,0,0.3351
0.552,0.274,7,0.129,4,0.5636
0.661,0.571,1,0.012,1,0.5625
0.323,0.593,16,0.384,2,0.5116
0.481,0.775,5,0.865,2,0.5328
0.617,0.615,15,0.23,1,0.7307
0.405,0.594,1,0.691,3,0.4274
0.198,0.912,23,0.476,0,0.5346
0.962,0.452,20,0.746,1,0.666
0.511,0.225,17,0.165,0,0.424
0.734,0.162,10,0.239,1,0.4655
0.411,0.4,11,0.243,2,0.4849
0.355,0.713,4,0.548,0,0.411
0.407,0.043,1,0.29,4,0.3124
0.409,0.129,21,0.812,2,0.2176
0.544,0.106,23,0.347,2,0.4514
0.543,0.585,17,0.661,2,0.4281
0.497,0.243,21,0.949,0,0.3923
0.135,0.166,5,0.607,3,0.2759
0.496,0.593,0,0.242,1,0.479
0.169,0.761,8,0.83,1,0.4572
0.126,0.332,14,0.013,4,0.501
